"","word","freq"
"231","a form",138
"232","a former",1229
"233","a foul",34
"234","a four",461
"235","a fourth",188
"236","a franchise",36
"237","a free",1176
"238","a fresh",261
"239","a freshman",156
"240","a friday",178
"241","a friend",1005
"242","a friendly",37
"243","a full",1016
"244","a fun",634
"245","a funny",151
"246","a future",179
"247","a gallon",147
"248","a game",1434
"249","a gas",74
"250","a general",138
"251","a genius",112
"252","a ghost",17
"253","a giant",256
"254","a gift",412
"255","a girl",831
"256","a given",59
"257","a glass",298
"258","a global",153
"259","a go",126
"260","a goal",345
"261","a god",80
"262","a gold",82
"263","a good",8030
"264","a gorgeous",131
"265","a government",205
"266","a graduate",172
"267","a grand",203
"268","a great",9012
"269","a green",189
"270","a group",877
"271","a growing",195
"272","a guest",162
"273","a gun",297
"274","a guy",1029
"275","a habit",17
"276","a half",956
"277","a hand",201
"278","a handful",390
"279","a happy",665
"280","a hard",539
"281","a head",224
"282","a healthy",281
"283","a hearing",217
"284","a heart",297
"285","a heavy",129
"286","a hero",69
"287","a high",1007
"288","a higher",278
"289","a hint",62
"290","a history",178
"291","a hit",323
"292","a hoe",86
"293","a hole",183
"294","a holiday",136
"295","a home",769
"296","a horrible",118
"297","a horse",185
"298","a hospital",197
"299","a host",90
"300","a hot",469
"301","a hotel",230
"302","a hour",208
"303","a house",498
"304","a hug",145
"305","a huge",1410
"306","a human",204
"307","a hundred",57
"308","a i",313
"309","a in",273
"310","a is",69
"311","a j",123
"312","a job",1034
"313","a joint",196
"314","a joke",441
"315","a judge",308
"316","a jump",18
"317","a junior",231
"318","a jury",128
"319","a k",192
"320","a key",501
"321","a kid",517
"322","a killer",40
"323","a kind",254
"324","a knife",126
"325","a la",163
"326","a lack",206
"327","a lady",156
"328","a large",972
"329","a larger",216
"330","a last",148
"331","a late",276
"332","a laugh",119
"333","a law",348
"334","a lawsuit",206
"335","a lawyer",227
"336","a lead",548
"337","a leader",255
"338","a leading",104
"339","a league",60
"340","a left",58
"341","a leg",99
"342","a legal",176
"343","a less",126
"344","a lesson",86
"345","a letter",508
"346","a level",99
"347","a library",68
"348","a lie",164
"349","a life",580
"350","a lifetime",291
"351","a light",254
"352","a lil",359
"353","a limited",139
"354","a line",293
"355","a link",270
"356","a list",393
"357","a little",5784
"358","a live",263
"359","a living",240
"360","a loan",74
"361","a local",578
"362","a long",2767
"363","a longtime",197
"364","a look",448
"365","a loser",19
"366","a loss",392
"367","a lot",8301
"368","a love",203
"369","a lovely",291
"370","a low",316
"371","a lower",160
"372","a m",4185
"373","a major",988
"374","a majority",214
"375","a man",1943
"376","a man's",65
"377","a march",19
"378","a market",88
"379","a massage",74
"380","a massive",257
"381","a matter",421
"382","a maximum",105
"383","a meal",90
"384","a media",36
"385","a medical",181
"386","a medium",89
"387","a meet",17
"388","a meeting",397
"389","a member",704
"390","a mess",207
"391","a message",389
"392","a mi",34
"393","a middle",131
"394","a mile",385
"395","a million",1176
"396","a min",122
"397","a mini",157
"398","a minimum",141
"399","a minor",204
"400","a minute",632
"401","a miracle",125
"402","a mission",100
"403","a mistake",259
"404","a mix",164
"405","a model",183
"406","a modern",103
"407","a mom",39
"408","a moment",339
"409","a monday",107
"410","a month",1262
"411","a more",912
"412","a morning",108
"413","a mother",175
"414","a move",276
"415","a movie",720
"416","a much",421
"417","a museum",78
"418","a music",131
"419","a musical",78
"420","a must",228
"421","a mystery",105
"422","a name",191
"423","a nap",325
"424","a nation",113
"425","a national",592
"426","a natural",226
"427","a nd",36
"428","a nearby",185
"429","a nearly",61
"430","a need",134
"431","a negative",80
"432","a neighborhood",146
"433","a new",6678
"434","a newark",17
"435","a news",420
"436","a nice",1278
"437","a night",525
"438","a no",424
"439","a non",284
"440","a nonprofit",183
"441","a normal",153
"442","a not",36
"443","a note",195
"444","a nuclear",19
"445","a number",746
"446","a of",166
"447","a on",181
"448","a one",767
"449","a or",84
"450","a p",154
"451","a pack",99
"452","a page",167
"453","a pain",58
"454","a pair",610
"455","a panel",136
"456","a paper",193
"457","a parent",157
"458","a parking",109
"459","a part",812
"460","a particular",161
"461","a partner",163
"462","a party",465
"463","a pass",189
"464","a patient",58
"465","a percent",703
"466","a perfect",522
"467","a period",124
"468","a permanent",139
"469","a person",880
"470","a personal",351
"471","a phone",390
"472","a photo",349
"473","a physical",72
"474","a pic",292
"475","a picture",560
"476","a piece",446
"477","a pilot",35
"478","a pitch",135
"479","a pitcher",62
"480","a place",816
"481","a plan",560
"482","a plane",202
"483","a plant",18
"484","a plate",97
"485","a play",277
"486","a player",430
"487","a playoff",190
"488","a plea",34
"489","a pleasure",190
"490","a plus",60
"491","a point",521
"492","a police",382
"493","a political",333
"494","a pool",161
"495","a poor",143
"496","a pop",60
"497","a popular",165
"498","a portion",125
"499","a portland",110
"500","a position",241
"501","a positive",336
"502","a possible",223
"503","a post",214
"504","a potential",295
"505","a pound",150
"506","a power",201
"507","a powerful",172
"508","a prayer",78
"509","a pre",106
"510","a presentation",65
"511","a press",179
"512","a pretty",742
"513","a previous",43
"514","a price",140
"515","a primary",40
"516","a priority",93
"517","a private",441
"518","a pro",177
"519","a problem",764
"520","a process",153
"521","a product",154
"522","a professional",277
"523","a professor",164
"524","a program",312
"525","a project",277
"526","a proposal",143
"527","a proud",17
"528","a public",616
"529","a quarter",264
"530","a quarterback",64
"531","a question",482
"532","a quick",450
"533","a quiet",137
"534","a race",195
"535","a random",118
"536","a range",148
"537","a rare",242
"538","a real",1193
"539","a reality",158
"540","a really",768
"541","a reason",496
"542","a reasonable",132
"543","a recent",648
"544","a record",564
"545","a red",376
"546","a regular",350
"547","a relationship",349
"548","a relative",18
"549","a relatively",115
"550","a release",18
"551","a reminder",159
"552","a report",419
"553","a reporter",127
"554","a republican",335
"555","a reputation",58
"556","a request",165
"557","a resident",104
"558","a response",76
"559","a restaurant",257
"560","a result",543
"561","a retired",160
"562","a return",95
"563","a review",127
"564","a rich",125
"565","a ride",210
"566","a right",255
"567","a risk",55
"568","a road",169
"569","a rock",226
"570","a role",232
"571","a roll",19
"572","a rookie",92
"573","a room",315
"574","a rough",142
"575","a round",113
"576","a row",570
"577","a run",653
"578","a runner",37
"579","a running",80
"580","a s",261
"581","a sad",175
"582","a safe",405
"583","a safety",52
"584","a san",127
"585","a sandwich",98
"586","a saturday",180
"587","a scene",87
"588","a school",429
"589","a search",134
"590","a season",402
"591","a seat",204
"592","a sec",17
"593","a second",1331
"594","a secret",228
"595","a self",195
"596","a senior",447
"597","a sense",340
"598","a separate",239
"599","a series",737
"600","a serious",335
"601","a service",141
"602","a set",187
"603","a seven",133
"604","a shame",194
"605","a share",187
"606","a sharp",122
"607","a shirt",133
"608","a shooting",75
"609","a short",638
"610","a shot",584
"611","a shout",263
"612","a shoutout",169
"613","a show",575
"614","a shower",167
"615","a sick",41
"616","a side",184
"617","a sign",463
"618","a significant",326
"619","a similar",465
"620","a simple",347
"621","a single",1135
"622","a site",110
"623","a situation",155
"624","a six",274
"625","a slight",147
"626","a slow",161
"627","a small",1440
"628","a smaller",170
"629","a smart",179
"630","a smile",275
"631","a social",244
"632","a solid",322
"633","a son",147
"634","a song",518
"635","a sophomore",89
"636","a source",143
"637","a space",36
"638","a special",1020
"639","a specific",172
"640","a speech",112
"641","a spokesman",450
"642","a spokeswoman",193
"643","a sports",154
"644","a spot",246
"645","a spring",34
"646","a square",200
"647","a st",167
"648","a stadium",43
"649","a stage",19
"650","a standing",17
"651","a star",334
"652","a start",115
"653","a starter",88
"654","a state",789
"655","a statement",1138
"656","a steady",84
"657","a step",219
"658","a stop",141
"659","a store",133
"660","a storm",68
"661","a story",567
"662","a straight",80
"663","a strange",111
"664","a stranger",103
"665","a string",157
"666","a strong",748
"667","a student",380
"668","a study",248
"669","a substantial",19
"670","a success",190
"671","a successful",301
"672","a sudden",144
"673","a suicide",53
"674","a suit",19
"675","a summer",151
"676","a sunday",139
"677","a super",319
"678","a surprise",260
"679","a suspect",58
"680","a sweet",261
"681","a system",135
"682","a t",157
"683","a table",187
"684","a taste",142
"685","a tax",261
"686","a teacher",265
"687","a team",1162
"688","a teenager",122
"689","a telephone",69
"690","a temporary",163
"691","a terrible",199
"692","a terrific",144
"693","a test",215
"694","a text",215
"695","a th",149
"696","a the",163
"697","a thin",18
"698","a thing",441
"699","a third",631
"700","a thousand",217
"701","a threat",117
"702","a three",752
"703","a ticket",233
"704","a tie",169
"705","a tight",145
"706","a time",1363
"707","a tiny",200
"708","a tip",54
"709","a title",82
"710","a to",292
"711","a toll",19
"712","a ton",356
"713","a top",375
"714","a total",567
"715","a touch",105
"716","a touchdown",114
"717","a tough",506
"718","a tour",160
"719","a town",163
"720","a track",59
"721","a traditional",137
"722","a traffic",53
"723","a train",160
"724","a treat",71
"725","a tree",227
"726","a tremendous",139
"727","a trend",86
"728","a trial",41
"729","a tribute",78
"730","a trip",420
"731","a triple",127
"732","a truck",111
"733","a true",437
"734","a try",146
"735","a tv",237
"736","a tweet",334
"737","a twitter",416
"738","a two",856
"739","a typical",147
"740","a u",320
"741","a unique",210
"742","a vacation",151
"743","a variety",471
"744","a vehicle",168
"745","a version",19
"746","a very",2186
"747","a veteran",158
"748","a victory",346
"749","a video",462
"750","a violation",35
"751","a visit",262
"752","a voice",146
"753","a vote",308
"754","a walk",337
"755","a wall",183
"756","a war",137
"757","a warm",184
"758","a warning",80
"759","a waste",143
"760","a water",102
"761","a way",1368
"762","a weapon",130
"763","a web",65
"764","a website",166
"765","a wedding",152
"766","a week",1825
"767","a weekend",188
"768","a weekly",17
"769","a weird",140
"770","a welcome",35
"771","a well",319
"772","a while",1310
"773","a white",427
"774","a whole",892
"775","a wide",344
"776","a wild",212
"777","a win",632
"778","a window",116
"779","a wine",124
"780","a winner",229
"781","a winning",108
"782","a woman",1014
"783","a woman's",112
"784","a wonderful",925
"785","a word",344
"786","a work",204
"787","a working",61
"788","a world",394
"789","a written",158
"790","a yard",347
"791","a year",4720
"792","a young",614
"793","a yr",95
"794","ability to",1095
"795","able to",4141
"796","about a",2274
"797","about all",248
"798","about an",322
"799","about and",185
"800","about anything",91
"801","about as",193
"802","about being",326
"803","about billion",152
"804","about doing",35
"805","about every",92
"806","about everything",109
"807","about feet",131
"808","about for",65
"809","about getting",191
"810","about going",75
"811","about half",222
"812","about having",145
"813","about her",418
"814","about him",285
"815","about his",818
"816","about hours",110
"817","about how",1025
"818","about in",211
"819","about is",129
"820","about it",2615
"821","about its",103
"822","about life",55
"823","about making",101
"824","about me",521
"825","about miles",234
"826","about million",581
"827","about minutes",433
"828","about my",514
"829","about not",80
"830","about now",170
"831","about of",203
"832","about one",156
"833","about our",377
"834","about p",288
"835","about people",367
"836","about percent",588
"837","about something",84
"838","about that",1099
"839","about the",7408
"840","about their",474
"841","about them",258
"842","about this",913
"843","about those",58
"844","about three",147
"845","about time",214
"846","about to",2523
"847","about two",267
"848","about u",84
"849","about us",169
"850","about what",877
"851","about whether",189
"852","about who",73
"853","about years",193
"854","about you",1103
"855","about your",664
"856","above the",376
"857","abraham lincoln",81
"858","absence of",148
"859","absolutely love",37
"860","abuse and",98
"861","academy of",117
"862","accept the",149
"863","access to",921
"864","accompanied by",153
"865","according to",5702
"866","account and",63
"867","account for",212
"868","account of",45
"869","account to",17
"870","accounted for",106
"871","accounts for",54
"872","accused of",541
"873","acknowledged that",175
"874","acknowledged the",19
"875","acres of",141
"876","across from",168
"877","across the",1907
"878","act and",18
"879","act like",371
"880","act of",249
"881","acting like",147
"882","action and",61
"883","action in",18
"884","active in",40
"885","actually a",148
"886","actually be",56
"887","actually have",119
"888","actually i",138
"889","add a",286
"890","add me",108
"891","add the",292
"892","add to",273
"893","add up",35
"894","added a",205
"895","added that",347
"896","added to",307
"897","addicted to",220
"898","adding a",133
"899","adding that",338
"900","adding to",121
"901","addition of",91
"902","addition to",805
"903","address the",225
"904","administration and",120
"905","admission is",80
"906","admit it",138
"907","admit that",106
"908","admitted to",159
"909","advance of",53
"910","advantage of",571
"911","advice on",58
"912","advice to",43
"913","advocate for",119
"914","affect the",127
"915","affected by",204
"916","afford to",272
"917","afghanistan and",55
"918","afraid of",270
"919","afraid to",306
"920","african american",338
"921","after a",2550
"922","after all",683
"923","after an",292
"924","after another",70
"925","after being",457
"926","after getting",128
"927","after he",694
"928","after her",177
"929","after his",520
"930","after hours",82
"931","after i",366
"932","after it",242
"933","after its",18
"934","after last",117
"935","after losing",101
"936","after my",146
"937","after one",80
"938","after party",37
"939","after school",243
"940","after seeing",86
"941","after she",241
"942","after taking",61
"943","after that",555
"944","after the",4128
"945","after their",157
"946","after they",244
"947","after this",195
"948","after three",128
"949","after two",176
"950","after watching",62
"951","after work",173
"952","after years",332
"953","after you",199
"954","afternoon at",36
"955","afternoon in",79
"956","again and",361
"957","again for",264
"958","again i",318
"959","again i'm",19
"960","again in",281
"961","again on",109
"962","again soon",200
"963","again the",184
"964","again this",225
"965","again to",147
"966","against a",378
"967","against him",195
"968","against his",45
"969","against the",2288
"970","against them",62
"971","age and",192
"972","age of",393
"973","ages and",223
"974","ages to",41
"975","ago and",341
"976","ago but",165
"977","ago he",85
"978","ago i",226
"979","ago in",152
"980","ago that",122
"981","ago the",280
"982","ago to",132
"983","ago when",221
"984","agree i",37
"985","agree on",143
"986","agree rt",38
"987","agree that",197
"988","agree to",201
"989","agree with",489
"990","agreed that",78
"991","agreed to",750
"992","agreement with",209
"993","ah i",196
"994","ahead and",183
"995","ahead of",766
"996","ahead with",56
"997","aimed at",270
"998","aims to",99
"999","ain't got",27
"1000","air and",140
"1001","air conditioning",107
"1002","air force",264
"1003","al qaeda",79
"1004","al qaida",157
"1005","albert einstein",81
"1006","albert pujols",72
"1007","alcohol and",62
"1008","alive and",130
"1009","all a",219
"1010","all about",986
"1011","all ages",132
"1012","all along",111
"1013","all american",179
"1014","all americans",36
"1015","all and",181
"1016","all are",211
"1017","all around",338
"1018","all at",185
"1019","all be",137
"1020","all but",389
"1021","all day",1756
"1022","all do",54
"1023","all for",324
"1024","all four",177
"1025","all good",343
"1026","all had",101
"1027","all have",372
"1028","all he",181
"1029","all his",164
"1030","all i",1360
"1031","all in",668
"1032","all is",543
"1033","all it",190
"1034","all its",85
"1035","all just",98
"1036","all kinds",226
"1037","all know",265
"1038","all my",1445
"1039","all new",122
"1040","all night",745
"1041","all of",4674
"1042","all on",192
"1043","all other",85
"1044","all our",339
"1045","all out",187
"1046","all over",1188
"1047","all right",194
"1048","all season",158
"1049","all so",61
"1050","all sorts",134
"1051","all star",519
"1052","all that",1167
"1053","all the",8499
"1054","all their",143
"1055","all these",666
"1056","all they",169
"1057","all things",274
"1058","all this",654
"1059","all those",536
"1060","all three",401
"1061","all time",705
"1062","all times",49
"1063","all to",191
"1064","all too",49
"1065","all u",81
"1066","all up",126
"1067","all we",239
"1068","all week",229
"1069","all weekend",137
"1070","all who",274
"1071","all year",251
"1072","all you",869
"1073","all your",729
"1074","allegations of",104
"1075","allow the",254
"1076","allowed the",83
"1077","allowed to",662
"1078","allows you",17
"1079","almost a",180
"1080","almost all",134
"1081","almost always",57
"1082","almost as",177
"1083","almost done",146
"1084","almost every",121
"1085","almost here",18
"1086","almost like",61
"1087","almost time",71
"1088","alone and",39
"1089","alone in",134
"1090","along the",915
"1091","along to",52
"1092","along with",1718
"1093","alot of",273
"1094","already are",21
"1095","already been",202
"1096","already did",35
"1097","already had",129
"1098","already has",236
"1099","already have",316
"1100","already in",154
"1101","already know",268
"1102","already on",96
"1103","also a",708
"1104","also an",60
"1105","also are",197
"1106","also be",490
"1107","also been",151
"1108","also can",53
"1109","also found",85
"1110","also got",56
"1111","also had",295
"1112","also has",518
"1113","also have",453
"1114","also i",180
"1115","also in",182
"1116","also includes",102
"1117","also is",323
"1118","also noted",18
"1119","also on",179
"1120","also said",519
"1121","also the",430
"1122","also was",267
"1123","also will",247
"1124","also would",112
"1125","although he",170
"1126","although i",167
"1127","although it",156
"1128","although the",433
"1129","always a",513
"1130","always be",466
"1131","always been",415
"1132","always do",80
"1133","always get",158
"1134","always good",118
"1135","always had",90
"1136","always has",68
"1137","always have",347
"1138","always looking",109
"1139","always make",79
"1140","always on",112
"1141","always say",20
"1142","always the",246
"1143","always wanted",195
"1144","am a",561
"1145","am and",271
"1146","am at",146
"1147","am for",35
"1148","am going",405
"1149","am i",1620
"1150","am in",351
"1151","am just",86
"1152","am looking",111
"1153","am not",664
"1154","am now",171
"1155","am on",218
"1156","am pm",151
"1157","am really",61
"1158","am so",746
"1159","am still",114
"1160","am sure",83
"1161","am the",249
"1162","am to",196
"1163","am very",115
"1164","amazing and",231
"1165","amazing how",193
"1166","amazing i",186
"1167","america and",201
"1168","america is",113
"1169","american and",74
"1170","american dream",18
"1171","american idol",255
"1172","americans are",95
"1173","amid the",101
"1174","among other",244
"1175","among others",82
"1176","among the",1489
"1177","among them",173
"1178","among those",198
"1179","amount of",1112
"1180","amounts of",161
"1181","an a",174
"1182","an accident",182
"1183","an actor",129
"1184","an actual",113
"1185","an additional",324
"1186","an adult",206
"1187","an agreement",212
"1188","an air",37
"1189","an all",514
"1190","an alternative",144
"1191","an amazing",1014
"1192","an american",288
"1193","an analyst",36
"1194","an angel",58
"1195","an annual",219
"1196","an answer",102
"1197","an apartment",128
"1198","an app",152
"1199","an apple",78
"1200","an appointment",66
"1201","an area",199
"1202","an argument",158
"1203","an array",75
"1204","an art",141
"1205","an article",184
"1206","an artist",178
"1207","an assistant",208
"1208","an attempt",211
"1209","an attorney",206
"1210","an audience",101
"1211","an average",396
"1212","an awesome",735
"1213","an e",334
"1214","an earlier",171
"1215","an early",363
"1216","an easy",289
"1217","an economic",79
"1218","an effective",18
"1219","an effort",322
"1220","an eight",85
"1221","an election",154
"1222","an elite",18
"1223","an email",669
"1224","an emergency",222
"1225","an employee",96
"1226","an empty",141
"1227","an end",282
"1228","an english",34
"1229","an enormous",21
"1230","an entire",232
"1231","an episode",69
"1232","an era",52
"1233","an error",89
"1234","an estimated",227
"1235","an even",204
"1236","an evening",124
"1237","an event",282
"1238","an example",186
"1239","an excellent",302
"1240","an exciting",139
"1241","an excuse",169
"1242","an executive",60
"1243","an expert",155
"1244","an extension",35
"1245","an extra",382
"1246","an extremely",38
"1247","an eye",333
"1248","an honor",115
"1249","an hour",1161
"1250","an ice",104
"1251","an idea",254
"1252","an idiot",170
"1253","an impact",146
"1254","an important",388
"1255","an in",56
"1256","an increase",195
"1257","an incredible",189
"1258","an independent",258
"1259","an individual",153
"1260","an industry",80
"1261","an initial",18
"1262","an injury",111
"1263","an inspiration",132
"1264","an interest",76
"1265","an interesting",301
"1266","an international",134
"1267","an interview",611
"1268","an investigation",189
"1269","an ipad",163
"1270","an iphone",212
"1271","an issue",319
"1272","an nba",109
"1273","an nfl",74
"1274","an off",79
"1275","an offer",56
"1276","an office",176
"1277","an officer",180
"1278","an official",197
"1279","an old",611
"1280","an older",55
"1281","an ongoing",59
"1282","an online",206
"1283","an open",417
"1284","an opening",69
"1285","an opportunity",491
"1286","an option",211
"1287","an order",61
"1288","an organization",60
"1289","an out",62
"1290","an rbi",61
"1291","an unusual",44
"1292","an upcoming",60
"1293","an update",83
"1294","an year",173
"1295","and a",10694
"1296","and about",318
"1297","and actually",41
"1298","and add",163
"1299","and added",97
"1300","and after",372
"1301","and again",250
"1302","and all",1478
"1303","and almost",132
"1304","and also",526
"1305","and although",17
"1306","and always",200
"1307","and am",207
"1308","and american",45
"1309","and an",1256
"1310","and and",333
"1311","and another",435
"1312","and any",69
"1313","and are",989
"1314","and around",165
"1315","and art",84
"1316","and as",692
"1317","and ask",185
"1318","and asked",265
"1319","and assists",62
"1320","and at",921
"1321","and author",34
"1322","and avoid",35
"1323","and back",279
"1324","and bad",80
"1325","and be",846
"1326","and beautiful",123
"1327","and became",102
"1328","and because",177
"1329","and become",133
"1330","and began",150
"1331","and being",280
"1332","and best",133
"1333","and better",198
"1334","and beyond",164
"1335","and big",141
"1336","and black",179
"1337","and blue",171
"1338","and both",172
"1339","and bring",220
"1340","and brown",17
"1341","and build",123
"1342","and business",257
"1343","and businesses",109
"1344","and buy",145
"1345","and by",445
"1346","and call",162
"1347","and called",156
"1348","and came",137
"1349","and can",466
"1350","and can't",232
"1351","and center",20
"1352","and ceo",201
"1353","and change",127
"1354","and check",266
"1355","and cheese",174
"1356","and chief",220
"1357","and children",184
"1358","and chris",107
"1359","and city",180
"1360","and cleveland",17
"1361","and co",201
"1362","and come",224
"1363","and coming",136
"1364","and community",217
"1365","and continue",132
"1366","and cook",143
"1367","and cool",19
"1368","and could",279
"1369","and couldn't",35
"1370","and create",101
"1371","and cut",173
"1372","and d",18
"1373","and dance",88
"1374","and david",162
"1375","and day",38
"1376","and did",287
"1377","and didn't",300
"1378","and director",119
"1379","and do",652
"1380","and does",42
"1381","and doesn't",114
"1382","and doing",179
"1383","and don't",467
"1384","and done",154
"1385","and down",287
"1386","and downs",40
"1387","and drink",163
"1388","and drive",136
"1389","and driving",19
"1390","and drove",67
"1391","and drug",161
"1392","and each",85
"1393","and early",164
"1394","and easy",125
"1395","and eat",200
"1396","and eating",36
"1397","and economic",155
"1398","and eight",133
"1399","and elsewhere",39
"1400","and end",58
"1401","and energy",137
"1402","and enjoy",415
"1403","and entertainment",63
"1404","and especially",72
"1405","and even",776
"1406","and eventually",147
"1407","and every",311
"1408","and everyone",253
"1409","and everything",281
"1410","and face",19
"1411","and failed",18
"1412","and fall",64
"1413","and families",149
"1414","and family",452
"1415","and fans",20
"1416","and far",36
"1417","and federal",185
"1418","and feel",178
"1419","and fellow",73
"1420","and field",146
"1421","and finally",145
"1422","and find",251
"1423","and finish",35
"1424","and finished",150
"1425","and fire",169
"1426","and first",143
"1427","and five",273
"1428","and florida",35
"1429","and focus",71
"1430","and follow",356
"1431","and food",196
"1432","and for",1404
"1433","and former",375
"1434","and forth",213
"1435","and found",310
"1436","and four",339
"1437","and free",205
"1438","and friends",416
"1439","and from",352
"1440","and full",60
"1441","and fun",164
"1442","and future",86
"1443","and gas",174
"1444","and gave",187
"1445","and general",145
"1446","and get",1814
"1447","and getting",323
"1448","and girls",104
"1449","and give",392
"1450","and go",731
"1451","and going",192
"1452","and good",437
"1453","and got",466
"1454","and government",122
"1455","and great",239
"1456","and green",146
"1457","and greet",39
"1458","and grow",18
"1459","and had",868
"1460","and half",162
"1461","and happy",384
"1462","and hard",101
"1463","and has",1303
"1464","and have",1400
"1465","and having",213
"1466","and he",2845
"1467","and he's",448
"1468","and head",156
"1469","and health",261
"1470","and held",98
"1471","and help",347
"1472","and helped",128
"1473","and her",1304
"1474","and high",284
"1475","and his",3129
"1476","and hit",223
"1477","and home",174
"1478","and hope",224
"1479","and hopefully",110
"1480","and hot",93
"1481","and how",1095
"1482","and human",163
"1483","and i",9859
"1484","and i'll",515
"1485","and i'm",1680
"1486","and i've",252
"1487","and if",1219
"1488","and ill",44
"1489","and im",311
"1490","and in",2128
"1491","and includes",36
"1492","and into",188
"1493","and is",1875
"1494","and it",3524
"1495","and it's",1473
"1496","and its",1329
"1497","and james",111
"1498","and jim",18
"1499","and john",204
"1500","and join",109
"1501","and just",849
"1502","and keep",397
"1503","and killed",158
"1504","and last",174
"1505","and later",245
"1506","and learn",197
"1507","and learning",78
"1508","and leave",203
"1509","and led",84
"1510","and left",215
"1511","and less",184
"1512","and let",583
"1513","and let's",55
"1514","and life",123
"1515","and like",199
"1516","and listen",174
"1517","and little",58
"1518","and live",197
"1519","and local",355
"1520","and long",157
"1521","and look",312
"1522","and looking",161
"1523","and lost",189
"1524","and lots",172
"1525","and love",372
"1526","and loved",38
"1527","and low",126
