"","word","freq"
"162","a very good",227
"163","a very long",52
"164","a victory over",88
"165","a way of",152
"166","a way that",145
"167","a way to",698
"168","a week ago",104
"169","a whole lot",161
"170","a whole new",132
"171","a win over",151
"172","a woman who",132
"173","a wonderful day",151
"174","a year after",70
"175","a year ago",524
"176","a year and",158
"177","a year earlier",151
"178","a year in",142
"179","a year of",37
"180","a year old",1308
"181","a year to",83
"182","able to do",166
"183","able to get",266
"184","able to go",17
"185","able to make",148
"186","about a m",183
"187","about an hour",126
"188","about how to",81
"189","about it and",131
"190","about it i",35
"191","about of the",37
"192","about p m",287
"193","about percent of",344
"194","about the future",55
"195","about the same",108
"196","about to be",158
"197","about to get",190
"198","about to go",254
"199","access to the",162
"200","according to a",738
"201","according to an",141
"202","according to court",150
"203","according to police",74
"204","according to the",1701
"205","across the country",400
"206","across the state",144
"207","across the street",223
"208","act like a",56
"209","added to the",138
"210","addition to the",234
"211","advantage of the",161
"212","affected by the",78
"213","after all the",35
"214","after he was",113
"215","after the first",145
"216","after the game",177
"217","after years of",132
"218","again in the",20
"219","agree with you",68
"220","ahead of the",154
"221","all about the",177
"222","all have a",54
"223","all i can",198
"224","all i have",79
"225","all i want",198
"226","all is well",327
"227","all kinds of",194
"228","all my friends",112
"229","all my new",43
"230","all of a",110
"231","all of his",37
"232","all of it",75
"233","all of my",270
"234","all of our",350
"235","all of that",96
"236","all of the",1128
"237","all of them",291
"238","all of these",106
"239","all of this",171
"240","all of those",92
"241","all of us",357
"242","all of you",339
"243","all of your",207
"244","all over the",459
"245","all star game",80
"246","all the best",134
"247","all the other",134
"248","all the people",90
"249","all the time",1020
"250","all the way",554
"251","all you can",104
"252","allows you to",17
"253","along the way",219
"254","along with a",175
"255","along with the",287
"256","also had a",37
"257","also said the",56
"258","always wanted to",154
"259","am going to",346
"260","am i the",157
"261","among other things",110
"262","amount of time",57
"263","an array of",73
"264","an attempt to",188
"265","an average of",233
"266","an e mail",267
"267","an effort to",255
"268","an email to",35
"269","an end to",55
"270","an example of",96
"271","an eye on",115
"272","an hour and",127
"273","an interview with",172
"274","an opportunity to",305
"275","an year old",144
"276","and a couple",17
"277","and a few",166
"278","and a good",76
"279","and a half",449
"280","and a little",89
"281","and a lot",144
"282","and a new",133
"283","and a year",18
"284","and all of",158
"285","and all that",84
"286","and all the",260
"287","and as a",127
"288","and at the",219
"289","and by the",55
"290","and ceo of",58
"291","and chief executive",96
"292","and did not",58
"293","and drug administration",38
"294","and for the",269
"295","and from the",18
"296","and get a",192
"297","and get the",76
"298","and go to",145
"299","and had a",156
"300","and had to",40
"301","and has a",162
"302","and has been",175
"303","and have a",307
"304","and he has",146
"305","and he is",79
"306","and he said",105
"307","and he was",233
"308","and her husband",211
"309","and his family",198
"310","and his wife",393
"311","and how much",56
"312","and human services",37
"313","and i am",385
"314","and i are",345
"315","and i can",179
"316","and i can't",208
"317","and i didn't",68
"318","and i do",37
"319","and i don't",386
"320","and i got",145
"321","and i had",165
"322","and i have",464
"323","and i hope",158
"324","and i just",231
"325","and i know",258
"326","and i love",369
"327","and i said",19
"328","and i still",86
"329","and i think",445
"330","and i want",162
"331","and i was",396
"332","and i will",415
"333","and i'm not",160
"334","and if i",77
"335","and if you",290
"336","and in a",90
"337","and in the",498
"338","and into the",58
"339","and is a",86
"340","and is now",102
"341","and it is",339
"342","and it s",132
"343","and it was",516
"344","and it will",172
"345","and it's not",152
"346","and let me",42
"347","and listen to",124
"348","and lots of",156
"349","and make it",135
"350","and make the",36
"351","and more than",165
"352","and most of",109
"353","and no one",181
"354","and not just",85
"355","and now i",150
"356","and now i'm",22
"357","and of course",267
"358","and on the",226
"359","and one of",257
"360","and out of",220
"361","and p m",236
"362","and ready to",131
"363","and said he",139
"364","and said the",45
"365","and see what",126
"366","and she is",17
"367","and should be",57
"368","and some of",115
"369","and thank you",216
"370","and thanks for",265
"371","and that he",183
"372","and that is",185
"373","and that it",56
"374","and that s",161
"375","and that the",286
"376","and that was",146
"377","and that's what",112
"378","and the city",161
"379","and the fact",38
"380","and the first",115
"381","and the new",161
"382","and the only",54
"383","and the other",263
"384","and the rest",209
"385","and the two",56
"386","and the u",109
"387","and their families",124
"388","and then i",181
"389","and then it",17
"390","and then the",135
"391","and there are",204
"392","and there is",173
"393","and there was",119
"394","and they are",247
"395","and they have",140
"396","and they were",150
"397","and this is",275
"398","and those who",136
"399","and to the",107
"400","and tried to",59
"401","and try to",172
"402","and trying to",128
"403","and want to",112
"404","and we are",208
"405","and we can",167
"406","and we have",220
"407","and we want",19
"408","and we will",242
"409","and went to",56
"410","and when i",85
"411","and will be",265
"412","and year old",41
"413","and you are",144
"414","and you can",244
"415","and you have",175
"416","and you know",125
"417","and you will",170
"418","anniversary of the",146
"419","any of my",61
"420","any of the",385
"421","anyone have a",94
"422","anyone with information",85
"423","anything to do",17
"424","appear to be",189
"425","appeared to be",219
"426","appears to be",255
"427","are a lot",204
"428","are among the",143
"429","are at the",103
"430","are expected to",368
"431","are going to",1085
"432","are having a",158
"433","are in a",76
"434","are in the",436
"435","are interested in",79
"436","are likely to",134
"437","are looking for",270
"438","are more than",42
"439","are on the",302
"440","are one of",67
"441","are out of",56
"442","are part of",149
"443","are ready to",61
"444","are scheduled to",17
"445","are so many",172
"446","are some of",102
"447","are starting to",84
"448","are supposed to",97
"449","are talking about",38
"450","are the best",384
"451","are the most",146
"452","are the only",128
"453","are trying to",315
"454","are we going",37
"455","are willing to",125
"456","are working on",37
"457","are you a",207
"458","are you coming",173
"459","are you doing",457
"460","are you going",539
"461","are you gonna",56
"462","are you guys",179
"463","are you in",210
"464","are you kidding",76
"465","are you looking",118
"466","are you ready",156
"467","are you still",127
"468","around a m",142
"469","around p m",153
"470","around the corner",193
"471","around the country",200
"472","around the world",478
"473","as a child",111
"474","as a kid",83
"475","as a result",465
"476","as a team",117
"477","as a way",164
"478","as bad as",143
"479","as early as",149
"480","as far as",424
"481","as for the",114
"482","as good as",324
"483","as high as",97
"484","as i am",54
"485","as i can",161
"486","as if it",36
"487","as if they",54
"488","as it is",254
"489","as it was",128
"490","as long as",941
"491","as many as",246
"492","as much as",1020
"493","as one of",343
"494","as opposed to",132
"495","as part of",943
"496","as soon as",590
"497","as they are",124
"498","as well as",2193
"499","as you can",140
"500","ask for a",35
"501","at a m",962
"502","at a news",76
"503","at a time",624
"504","at each other",17
"505","at home and",129
"506","at in the",149
"507","at least a",310
"508","at least for",90
"509","at least i",208
"510","at least in",125
"511","at least one",460
"512","at least the",191
"513","at least three",41
"514","at least two",195
"515","at least you",60
"516","at my house",86
"517","at one of",125
"518","at one point",269
"519","at p m",1729
"520","at some point",320
"521","at that point",129
"522","at that time",159
"523","at the age",68
"524","at the airport",160
"525","at the bar",150
"526","at the beginning",184
"527","at the bottom",130
"528","at the center",182
"529","at the door",180
"530","at the end",1390
"531","at the expense",37
"532","at the front",17
"533","at the game",93
"534","at the gym",172
"535","at the library",37
"536","at the mall",86
"537","at the moment",283
"538","at the new",156
"539","at the next",58
"540","at the office",121
"541","at the right",102
"542","at the same",1041
"543","at the scene",177
"544","at the school",157
"545","at the show",37
"546","at the start",158
"547","at the state",139
"548","at the time",977
"549","at the top",336
"550","at the u",39
"551","at the university",443
"552","at the very",74
"553","at the world",66
"554","at this point",506
"555","at this time",220
"556","at work and",18
"557","attention to the",158
"558","author of the",108
"559","aware of the",170
"560","away from the",469
"561","awkward moment when",415
"562","b c of",17
"563","back and forth",213
"564","back at the",119
"565","back from the",159
"566","back in the",745
"567","back into the",232
"568","back of the",213
"569","back on the",326
"570","back to back",308
"571","back to my",125
"572","back to sleep",115
"573","back to the",1072
"574","back to work",247
"575","back to you",105
"576","bank of america",189
"577","based on a",167
"578","based on the",401
"579","be a better",68
"580","be a fun",45
"581","be a good",607
"582","be a great",409
"583","be a little",153
"584","be a long",166
"585","be a lot",148
"586","be a part",239
"587","be able to",1981
"588","be allowed to",183
"589","be at the",357
"590","be back in",213
"591","be happy to",111
"592","be hard to",56
"593","be in a",205
"594","be in the",672
"595","be interested in",154
"596","be more than",20
"597","be nice to",147
"598","be on the",570
"599","be one of",350
"600","be out of",145
"601","be part of",337
"602","be reached for",93
"603","be ready for",56
"604","be ready to",135
"605","be required to",42
"606","be sure to",603
"607","be the best",295
"608","be the first",299
"609","be the most",182
"610","be the only",172
"611","be the same",177
"612","be used to",175
"613","be willing to",143
"614","be with you",171
"615","beautiful day in",115
"616","became the first",110
"617","because he was",168
"618","because i don't",61
"619","because i have",82
"620","because i was",110
"621","because it is",152
"622","because it was",148
"623","because of a",289
"624","because of his",160
"625","because of its",38
"626","because of the",784
"627","because they are",157
"628","because they have",18
"629","because they were",101
"630","been a good",54
"631","been a long",169
"632","been a while",82
"633","been able to",356
"634","been charged with",96
"635","been in the",225
"636","been on the",174
"637","been on twitter",45
"638","been trying to",172
"639","been working on",72
"640","before he was",36
"641","before the game",134
"642","before the season",18
"643","beginning of the",198
"644","behind the scenes",177
"645","being able to",337
"646","being in the",125
"647","believed to be",125
"648","believed to have",18
"649","best in the",102
"650","best of luck",259
"651","best of the",23
"652","best part of",137
"653","best way to",349
"654","better than a",56
"655","better than i",61
"656","better than that",42
"657","better than the",229
"658","better way to",58
"659","between the two",195
"660","big fan of",162
"661","big part of",19
"662","bill that would",55
"663","billions of dollars",61
"664","birthday to my",121
"665","bit of a",211
"666","black and white",153
"667","board of education",141
"668","board of trustees",17
"669","both sides of",156
"670","bottom of the",315
"671","but at least",186
"672","but at the",188
"673","but did not",123
"674","but he also",57
"675","but he is",118
"676","but he said",201
"677","but he was",208
"678","but i am",328
"679","but i can",217
"680","but i can't",274
"681","but i didn't",101
"682","but i do",197
"683","but i don't",474
"684","but i have",337
"685","but i just",190
"686","but i know",206
"687","but i like",99
"688","but i love",235
"689","but i need",19
"690","but i really",69
"691","but i still",195
"692","but i think",550
"693","but i want",114
"694","but i was",161
"695","but i will",174
"696","but i would",73
"697","but i'm not",242
"698","but if i",87
"699","but if the",34
"700","but if you",325
"701","but in a",91
"702","but in the",269
"703","but it does",75
"704","but it is",433
"705","but it s",155
"706","but it was",636
"707","but it's a",148
"708","but it's not",232
"709","but no one",98
"710","but now i",105
"711","but that was",142
"712","but that's not",59
"713","but then i",88
"714","but there are",222
"715","but there is",203
"716","but they are",177
"717","but they have",56
"718","but they were",51
"719","but this is",220
"720","but we are",124
"721","but we don't",34
"722","but we have",117
"723","but when i",131
"724","but you can",204
"725","but you know",90
"726","by far the",61
"727","by the city",96
"728","by the end",499
"729","by the state",187
"730","by the time",413
"731","by the u",109
"732","by the way",499
"733","cabin in the",18
"734","call it a",93
"735","call me maybe",150
"736","called for a",39
"737","came from the",35
"738","came in the",58
"739","came out of",113
"740","came out to",132
"741","came to the",211
"742","came up with",190
"743","can be a",348
"744","can be found",144
"745","can be the",59
"746","can do is",72
"747","can do it",304
"748","can get a",196
"749","can get the",20
"750","can have a",63
"751","can help you",175
"752","can i get",413
"753","can i have",93
"754","can lead to",78
"755","can make a",146
"756","can make it",200
"757","can see the",81
"758","can we get",103
"759","can you follow",135
"760","can you help",41
"761","can you please",174
"762","can't believe i",46
"763","can't wait for",860
"764","can't wait till",146
"765","can't wait to",2256
"766","cant wait for",166
"767","cant wait to",298
"768","care of the",39
"769","catch up on",114
"770","catching up on",140
"771","caught up in",53
"772","cause of death",18
"773","center for the",79
"774","center of the",130
"775","chair of the",53
"776","chairman of the",375
"777","chamber of commerce",190
"778","chance to win",289
"779","change the way",17
"780","change the world",92
"781","check it out",752
"782","check out my",231
"783","check out our",390
"784","check out the",573
"785","check out this",39
"786","check them out",124
"787","check us out",258
"788","chief executive of",114
"789","chief executive officer",143
"790","cinco de mayo",350
"791","close to the",263
"792","closer to the",142
"793","come back and",100
"794","come back to",244
"795","come check out",37
"796","come down to",79
"797","come in and",202
"798","come on down",83
"799","come out and",200
"800","come out of",197
"801","come see us",153
"802","come to our",19
"803","come to the",347
"804","come up with",384
"805","comes to the",92
"806","coming out of",139
"807","coming to the",211
"808","comment on the",214
"809","compared to the",58
"810","concerned about the",56
"811","condition of anonymity",67
"812","congrats on the",283
"813","congrats on your",149
"814","congrats to for",17
"815","congrats to the",150
"816","connection with the",18
"817","continue to be",96
"818","continue to do",17
"819","contributed to this",328
"820","control of the",213
"821","copy of the",131
"822","cost of the",64
"823","could be a",357
"824","could be the",178
"825","could have been",357
"826","could not be",245
"827","county prosecutor s",17
"828","county sheriff's office",110
"829","couple of days",147
"830","couple of weeks",139
"831","couple of years",211
"832","court of appeals",135
"833","cup of coffee",136
"834","dancing with the",86
"835","day at the",191
"836","day at work",67
"837","day for the",68
"838","day in the",257
"839","day of the",404
"840","day on the",100
"841","day to all",326
"842","day to be",80
"843","day to day",153
"844","days a week",136
"845","days after the",58
"846","days of the",82
"847","deal with the",239
"848","death of a",21
"849","decided not to",45
"850","declined to comment",307
"851","department of education",68
"852","department of transportation",145
"853","depending on the",153
"854","details of the",137
"855","did a great",122
"856","did i miss",36
"857","did not have",191
"858","did not know",159
"859","did you do",83
"860","did you get",394
"861","did you have",123
"862","did you just",18
"863","did you know",523
"864","did you see",236
"865","didn't have a",121
"866","didn't have the",35
"867","didn't have to",144
"868","didn't know you",42
"869","didn't want to",334
"870","director for the",19
"871","director of the",789
"872","dm me your",58
"873","do a lot",65
"874","do i get",90
"875","do i have",187
"876","do it again",169
"877","do it all",61
"878","do it in",76
"879","do not have",186
"880","do not want",103
"881","do the same",335
"882","do they have",17
"883","do u have",82
"884","do u think",38
"885","do what i",106
"886","do what you",154
"887","do with it",76
"888","do with the",196
"889","do you do",220
"890","do you ever",62
"891","do you feel",75
"892","do you get",145
"893","do you have",923
"894","do you know",529
"895","do you like",251
"896","do you mean",83
"897","do you need",143
"898","do you think",949
"899","do you want",335
"900","does anyone have",39
"901","does anyone know",138
"902","does not have",170
"903","does that mean",173
"904","doesn't have to",127
"905","doesn't want to",144
"906","doing the same",110
"907","don t have",167
"908","don t know",202
"909","don t think",138
"910","don't even know",261
"911","don't feel like",131
"912","don't forget to",443
"913","don't get it",150
"914","don't give a",106
"915","don't have a",399
"916","don't have any",168
"917","don't have the",183
"918","don't have to",637
"919","don't know about",94
"920","don't know how",433
"921","don't know if",327
"922","don't know the",55
"923","don't know what",572
"924","don't know who",56
"925","don't know why",217
"926","don't let the",43
"927","don't like the",17
"928","don't need to",166
"929","don't think i",177
"930","don't think so",59
"931","don't think the",21
"932","don't want to",1123
"933","done with the",17
"934","dont want to",98
"935","down in the",157
"936","down the road",156
"937","down the street",164
"938","down to the",298
"939","due to a",135
"940","due to the",239
"941","during the day",114
"942","during the first",137
"943","during world war",17
"944","each of the",235
"945","each other and",128
"946","earlier in the",200
"947","earlier this month",277
"948","earlier this week",171
"949","earlier this year",345
"950","early in the",392
"951","edge of the",58
"952","en route to",133
"953","end of a",154
"954","end of the",1634
"955","end of this",127
"956","environmental protection agency",35
"957","even if it",164
"958","even if the",179
"959","even if they",128
"960","even if you",192
"961","even in the",132
"962","even know what",55
"963","even though he",145
"964","even though i",171
"965","even though the",157
"966","every one of",17
"967","every time i",381
"968","everyone has a",163
"969","everyone who came",134
"970","exactly what i",67
"971","excited about the",201
"972","excited for the",205
"973","excited to be",261
"974","excited to hear",18
"975","excited to see",333
"976","executive director of",395
"977","expected to be",306
"978","face to face",42
"979","fact that the",99
"980","fall in love",156
"981","familiar with the",192
"982","family and friends",210
"983","fan of the",109
"984","far from the",86
"985","feel bad for",110
"986","feel free to",280
"987","feel like a",263
"988","feel like i",323
"989","feel like i'm",213
"990","feels good to",83
"991","feet on for",117
"992","fell in love",142
"993","felt like i",17
"994","few of the",39
"995","few years ago",161
"996","figure it out",138
"997","figure out how",226
"998","figure out what",158
"999","fill in the",18
"1000","find a way",229
"1001","find out what",119
"1002","first day of",310
"1003","first half of",20
"1004","first round of",139
"1005","first time i",177
"1006","first time in",439
"1007","first time since",226
"1008","five years ago",149
"1009","floor of the",21
"1010","focus on the",188
"1011","focused on the",72
"1012","follow back please",99
"1013","follow me and",194
"1014","follow me back",370
"1015","follow me i",295
"1016","follow me it",17
"1017","follow me on",216
"1018","follow me please",327
"1019","follow us on",79
"1020","followed by a",133
"1021","food and drug",39
"1022","for a better",63
"1023","for a bit",120
"1024","for a chance",157
"1025","for a couple",194
"1026","for a day",118
"1027","for a few",437
"1028","for a free",82
"1029","for a good",218
"1030","for a great",339
"1031","for a job",78
"1032","for a little",169
"1033","for a long",331
"1034","for a minute",107
"1035","for a new",452
"1036","for a reason",170
"1037","for a second",227
"1038","for a week",194
"1039","for a while",537
"1040","for a year",216
"1041","for about a",36
"1042","for all of",405
"1043","for all the",603
"1044","for all you",104
"1045","for all your",162
"1046","for at least",293
"1047","for being a",138
"1048","for coming out",129
"1049","for coming to",94
"1050","for example the",98
"1051","for following me",301
"1052","for following us",213
"1053","for having us",18
"1054","for him to",241
"1055","for it to",106
"1056","for joining us",18
"1057","for many years",133
"1058","for me and",176
"1059","for me i",165
"1060","for me to",528
"1061","for more info",184
"1062","for more information",444
"1063","for more than",599
"1064","for most of",202
"1065","for much of",102
"1066","for no reason",120
"1067","for one of",160
"1068","for people to",161
"1069","for people who",163
"1070","for percent of",20
"1071","for several years",100
"1072","for so long",132
"1073","for some reason",255
"1074","for some time",19
"1075","for the best",234
"1076","for the better",73
"1077","for the big",87
"1078","for the city",193
"1079","for the day",367
"1080","for the entire",75
"1081","for the ff",454
"1082","for the final",66
"1083","for the first",1608
"1084","for the follow",2349
"1085","for the future",168
"1086","for the game",196
"1087","for the great",181
"1088","for the info",87
"1089","for the job",106
"1090","for the kids",17
"1091","for the kind",154
"1092","for the last",365
"1093","for the love",178
"1094","for the mention",512
"1095","for the most",211
"1096","for the new",393
"1097","for the next",718
"1098","for the night",165
"1099","for the past",363
"1100","for the people",82
"1101","for the record",128
"1102","for the rest",415
"1103","for the retweet",260
"1104","for the rt",1290
"1105","for the rts",141
"1106","for the same",174
"1107","for the season",231
"1108","for the second",297
"1109","for the shout",350
"1110","for the shoutout",34
"1111","for the st",130
"1112","for the state",209
"1113","for the summer",150
"1114","for the support",266
"1115","for the team",115
"1116","for the th",179
"1117","for the third",108
"1118","for the tip",38
"1119","for the tweet",90
"1120","for the u",124
"1121","for the weekend",319
"1122","for the whole",20
"1123","for the world",44
"1124","for the year",202
"1125","for them to",228
"1126","for those who",336
"1127","for three years",81
"1128","for two years",117
"1129","for u s",69
"1130","for up to",106
"1131","for us to",258
"1132","for what you",92
"1133","for yards and",224
"1134","for years and",159
"1135","for you and",195
"1136","for you but",34
"1137","for you to",388
"1138","for your support",229
"1139","forward to a",184
"1140","forward to hearing",104
"1141","forward to it",305
"1142","forward to seeing",425
"1143","forward to the",364
"1144","forward to working",20
"1145","forward to your",201
"1146","found in the",69
"1147","four years ago",163
"1148","friday and saturday",127
"1149","friday the th",113
"1150","friends and family",202
"1151","from a m",380
"1152","from a year",91
"1153","from across the",93
"1154","from around the",123
"1155","from new york",85
"1156","from now on",85
"1157","from one of",100
"1158","from p m",194
"1159","from the beginning",23
"1160","from the city",117
"1161","from the field",161
"1162","from the s",87
"1163","from the same",119
"1164","from the start",117
"1165","from the state",153
"1166","from the top",20
"1167","from the u",142
"1168","from the university",100
"1169","from to p",200
"1170","front of a",185
"1171","front of me",100
"1172","front of the",456
"1173","fun to watch",34
"1174","g g saturated",113
"1175","g protein g",149
"1176","g saturated mg",67
"1177","game against the",87
"1178","game in the",155
"1179","game of the",281
"1180","game of thrones",128
"1181","gave me a",160
"1182","george w bush",134
"1183","get a chance",198
"1184","get a job",87
"1185","get a little",111
"1186","get a lot",93
"1187","get a new",130
"1188","get back on",134
"1189","get back to",423
"1190","get him to",55
"1191","get in the",220
"1192","get in touch",78
"1193","get into the",133
"1194","get it done",146
"1195","get it in",57
"1196","get off the",70
"1197","get on the",184
"1198","get out of",553
"1199","get ready for",259
"1200","get rid of",271
"1201","get them to",37
"1202","get to know",138
"1203","get to see",227
"1204","get to the",326
"1205","get to work",114
"1206","get used to",118
"1207","get you a",17
"1208","getting out of",81
"1209","getting ready for",424
"1210","getting ready to",436
"1211","give him a",78
"1212","give it a",154
"1213","give it to",131
"1214","give me a",362
"1215","give them a",87
"1216","give up on",146
"1217","give us a",205
"1218","give you a",206
"1219","give you the",19
"1220","glad to be",160
"1221","glad to have",151
"1222","glad to hear",278
"1223","glad to see",243
"1224","glad you enjoyed",192
"1225","glad you like",143
"1226","glad you liked",124
"1227","go ahead and",105
"1228","go back to",623
"1229","go for a",87
"1230","go for it",87
"1231","go in the",82
"1232","go on a",110
"1233","go on the",40
"1234","go out and",193
"1235","go out there",89
"1236","go out to",152
"1237","go to a",253
"1238","go to bed",291
"1239","go to school",238
"1240","go to sleep",360
"1241","go to the",1004
"1242","go to work",173
"1243","go to www",114
"1244","goal is to",288
"1245","goal of the",130
"1246","goes to the",36
"1247","going back to",227
"1248","going into the",103
"1249","going on in",205
"1250","going to a",153
"1251","going to be",3629
"1252","going to bed",250
"1253","going to come",151
"1254","going to continue",17
"1255","going to do",481
"1256","going to get",630
"1257","going to go",327
"1258","going to happen",206
"1259","going to have",654
"1260","going to make",337
"1261","going to miss",146
"1262","going to play",109
"1263","going to say",59
"1264","going to see",353
"1265","going to sleep",160
"1266","going to start",149
"1267","going to take",269
"1268","going to the",769
"1269","going to try",200
"1270","going to win",161
"1271","going to work",124
"1272","gonna be a",390
"1273","gonna have to",129
"1274","good for the",158
"1275","good for you",180
"1276","good luck to",249
"1277","good luck with",186
"1278","good morning everyone",127
"1279","good morning to",82
"1280","good to be",212
"1281","good to go",18
"1282","good to hear",131
"1283","good to know",164
"1284","good to me",106
"1285","good to see",264
"1286","good way to",134
"1287","got a little",20
"1288","got a lot",173
"1289","got a new",178
"1290","got back from",151
"1291","got out of",170
"1292","got to be",241
"1293","got to get",73
"1294","got to go",45
"1295","got to see",131
"1296","gov chris christie",299
"1297","great deal of",19
"1298","great seeing you",75
"1299","great time at",109
"1300","great to be",37
"1301","great to hear",64
"1302","great to meet",149
"1303","great to see",367
"1304","great way to",309
"1305","grew up in",339
"1306","group of people",59
"1307","growing up in",59
"1308","had a blast",193
"1309","had a chance",177
"1310","had a dream",167
"1311","had a good",328
"1312","had a great",951
"1313","had a lot",192
"1314","had an amazing",56
"1315","had been a",138
"1316","had been in",56
"1317","had no idea",249
"1318","had nothing to",56
"1319","had points and",90
"1320","had so much",75
"1321","had the best",100
"1322","had to be",279
"1323","had to do",147
"1324","had to get",77
"1325","had to go",141
"1326","had to say",37
"1327","had to take",18
"1328","haha i know",39
"1329","half of the",394
"1330","hall of fame",444
"1331","hang out with",211
"1332","hanging out with",164
"1333","happy birthday to",554
"1334","happy for you",83
"1335","happy mother's day",458
"1336","happy mothers day",558
"1337","happy new year",548
"1338","happy th birthday",64
"1339","happy to be",199
"1340","happy to have",142
"1341","happy to see",96
"1342","happy valentine's day",77
"1343","happy valentines day",42
"1344","hard to believe",89
"1345","hard to find",118
"1346","hard to get",174
"1347","has a great",159
"1348","has a lot",104
"1349","has a new",40
"1350","has always been",154
"1351","has become a",191
"1352","has been a",735
"1353","has been an",62
"1354","has been in",241
"1355","has been made",18
"1356","has been on",146
"1357","has been so",35
"1358","has been the",256
"1359","has had a",79
"1360","has more than",102
"1361","has never been",149
"1362","has not been",270
"1363","has not yet",58
"1364","has nothing to",78
"1365","has said he",69
"1366","has the best",106
"1367","has to be",566
"1368","has yet to",199
"1369","hate it when",190
"1370","hate when i",38
"1371","hate when people",155
"1372","have a better",80
"1373","have a blessed",64
"1374","have a chance",206
"1375","have a feeling",81
"1376","have a few",187
"1377","have a good",729
"1378","have a great",1685
"1379","have a little",17
"1380","have a lot",429
"1381","have a new",232
"1382","have a nice",161
"1383","have a problem",89
"1384","have a twitter",36
"1385","have a very",118
"1386","have a wonderful",230
"1387","have access to",131
"1388","have all the",57
"1389","have an awesome",46
"1390","have been a",406
"1391","have been in",161
"1392","have been the",194
"1393","have come to",37
"1394","have had a",144
"1395","have never been",60
"1396","have no idea",442
"1397","have not been",200
"1398","have nothing to",128
"1399","have said they",38
"1400","have so many",83
"1401","have so much",169
"1402","have the best",216
"1403","have the opportunity",37
"1404","have the same",273
"1405","have time to",199
"1406","have to admit",34
"1407","have to be",1084
"1408","have to change",17
"1409","have to come",125
"1410","have to do",576
"1411","have to find",80
"1412","have to get",408
"1413","have to give",78
"1414","have to go",536
"1415","have to have",204
"1416","have to keep",86
"1417","have to look",104
"1418","have to make",267
"1419","have to pay",209
"1420","have to play",57
"1421","have to say",300
"1422","have to take",231
"1423","have to wait",241
"1424","have to work",173
"1425","have to worry",78
"1426","have yet to",183
